0, 0, 0, 191, 191, 191
1, 0, 0, 191, 191, 191
2, 0, 0, 191, 191, 191
3, 0, 0, 191, 191, 191
4, 0, 0, 191, 191, 191
5, 0, 0, 191, 191, 191
6, 0, 0, 191, 191, 191
7, 0, 0, 191, 191, 191
8, 0, 0, 191, 191, 191
9, 0, 0, 191, 191, 191
10, 0, 0, 191, 191, 191
11, 0, 0, 191, 191, 191
12, 0, 0, 191, 191, 191
13, 0, 0, 191, 191, 191
14, 0, 0, 191, 191, 191
15, 0, 0, 191, 191, 191
16, 0, 0, 191, 191, 191
17, 0, 0, 191, 191, 191
18, 0, 0, 191, 191, 191
19, 0, 0, 191, 191, 191
20, 0, 0, 191, 191, 191
21, 0, 0, 191, 191, 191
22, 0, 0, 191, 191, 191
23, 0, 0, 191, 191, 191
24, 0, 0, 191, 191, 191
25, 0, 0, 191, 191, 191
26, 0, 0, 191, 191, 191
27, 0, 0, 191, 191, 191
28, 0, 0, 191, 191, 191
29, 0, 0, 191, 191, 191
30, 0, 0, 191, 191, 191
31, 0, 0, 191, 191, 191
32, 0, 0, 191, 191, 191
33, 0, 0, 191, 191, 191
34, 0, 0, 191, 191, 191
35, 0, 0, 191, 191, 191
36, 0, 0, 191, 191, 191
37, 0, 0, 191, 191, 191
38, 0, 0, 191, 191, 191
39, 0, 0, 191, 191, 191
40, 0, 0, 191, 191, 191
41, 0, 0, 191, 191, 191
42, 0, 0, 191, 191, 191
43, 0, 0, 191, 191, 191
44, 0, 0, 191, 191, 191
45, 0, 0, 191, 191, 191
46, 0, 0, 191, 191, 191
47, 0, 0, 191, 191, 191
48, 0, 0, 191, 191, 191
49, 0, 0, 191, 191, 191
50, 0, 0, 191, 191, 191
51, 0, 0, 191, 191, 191
52, 0, 0, 191, 191, 191
53, 0, 0, 191, 191, 191
54, 0, 0, 191, 191, 191
55, 0, 0, 191, 191, 191
56, 0, 0, 191, 191, 191
57, 0, 0, 191, 191, 191
58, 0, 0, 191, 191, 191
59, 0, 0, 191, 191, 191
60, 0, 0, 191, 191, 191
61, 0, 0, 191, 191, 191
62, 0, 0, 191, 191, 191
63, 0, 0, 191, 191, 191
0, 1, 0, 191, 191, 191
1, 1, 0, 191, 191, 191
2, 1, 0, 191, 191, 191
3, 1, 0, 191, 191, 191
4, 1, 0, 191, 191, 191
5, 1, 0, 191, 191, 191
6, 1, 0, 191, 191, 191
7, 1, 0, 191, 191, 191
8, 1, 0, 191, 191, 191
9, 1, 0, 191, 191, 191
10, 1, 0, 191, 191, 191
11, 1, 0, 191, 191, 191
12, 1, 0, 191, 191, 191
13, 1, 0, 191, 191, 191
14, 1, 0, 191, 191, 191
15, 1, 0, 191, 191, 191
16, 1, 0, 191, 191, 191
17, 1, 0, 191, 191, 191
18, 1, 0, 191, 191, 191
19, 1, 0, 191, 191, 191
20, 1, 0, 191, 191, 191
21, 1, 0, 191, 191, 191
22, 1, 0, 191, 191, 191
23, 1, 0, 191, 191, 191
24, 1, 0, 191, 191, 191
25, 1, 0, 191, 191, 191
26, 1, 0, 191, 191, 191
27, 1, 0, 191, 191, 191
28, 1, 0, 191, 191, 191
29, 1, 0, 191, 191, 191
30, 1, 0, 191, 191, 191
31, 1, 0, 191, 191, 191
32, 1, 0, 191, 191, 191
33, 1, 0, 191, 191, 191
34, 1, 0, 191, 191, 191
35, 1, 0, 191, 191, 191
36, 1, 0, 191, 191, 191
37, 1, 0, 191, 191, 191
38, 1, 0, 191, 191, 191
39, 1, 0, 191, 191, 191
40, 1, 0, 191, 191, 191
41, 1, 0, 191, 191, 191
42, 1, 0, 191, 191, 191
43, 1, 0, 191, 191, 191
44, 1, 0, 191, 191, 191
45, 1, 0, 191, 191, 191
46, 1, 0, 191, 191, 191
47, 1, 0, 191, 191, 191
48, 1, 0, 191, 191, 191
49, 1, 0, 191, 191, 191
50, 1, 0, 191, 191, 191
51, 1, 0, 191, 191, 191
52, 1, 0, 191, 191, 191
53, 1, 0, 191, 191, 191
54, 1, 0, 191, 191, 191
55, 1, 0, 191, 191, 191
56, 1, 0, 191, 191, 191
57, 1, 0, 191, 191, 191
58, 1, 0, 191, 191, 191
59, 1, 0, 191, 191, 191
60, 1, 0, 191, 191, 191
61, 1, 0, 191, 191, 191
62, 1, 0, 191, 191, 191
63, 1, 0, 191, 191, 191
0, 2, 0, 191, 191, 191
1, 2, 0, 191, 191, 191
2, 2, 0, 191, 191, 191
3, 2, 0, 191, 191, 191
4, 2, 0, 191, 191, 191
5, 2, 0, 191, 191, 191
6, 2, 0, 191, 191, 191
7, 2, 0, 191, 191, 191
8, 2, 0, 191, 191, 191
9, 2, 0, 191, 191, 191
10, 2, 0, 191, 191, 191
11, 2, 0, 191, 191, 191
12, 2, 0, 191, 191, 191
13, 2, 0, 191, 191, 191
14, 2, 0, 191, 191, 191
15, 2, 0, 191, 191, 191
16, 2, 0, 191, 191, 191
17, 2, 0, 191, 191, 191
18, 2, 0, 191, 191, 191
19, 2, 0, 191, 191, 191
20, 2, 0, 191, 191, 191
21, 2, 0, 191, 191, 191
22, 2, 0, 191, 191, 191
23, 2, 0, 191, 191, 191
24, 2, 0, 191, 191, 191
25, 2, 0, 191, 191, 191
26, 2, 0, 191, 191, 191
27, 2, 0, 191, 191, 191
28, 2, 0, 191, 191, 191
29, 2, 0, 191, 191, 191
30, 2, 0, 191, 191, 191
31, 2, 0, 191, 191, 191
32, 2, 0, 191, 191, 191
33, 2, 0, 191, 191, 191
34, 2, 0, 191, 191, 191
35, 2, 0, 191, 191, 191
36, 2, 0, 191, 191, 191
37, 2, 0, 191, 191, 191
38, 2, 0, 191, 191, 191
39, 2, 0, 191, 191, 191
40, 2, 0, 191, 191, 191
41, 2, 0, 191, 191, 191
42, 2, 0, 191, 191, 191
43, 2, 0, 191, 191, 191
44, 2, 0, 191, 191, 191
45, 2, 0, 191, 191, 191
46, 2, 0, 191, 191, 191
47, 2, 0, 191, 191, 191
48, 2, 0, 191, 191, 191
49, 2, 0, 191, 191, 191
50, 2, 0, 191, 191, 191
51, 2, 0, 191, 191, 191
52, 2, 0, 191, 191, 191
53, 2, 0, 191, 191, 191
54, 2, 0, 191, 191, 191
55, 2, 0, 191, 191, 191
56, 2, 0, 191, 191, 191
57, 2, 0, 191, 191, 191
58, 2, 0, 191, 191, 191
59, 2, 0, 191, 191, 191
60, 2, 0, 191, 191, 191
61, 2, 0, 191, 191, 191
62, 2, 0, 191, 191, 191
63, 2, 0, 191, 191, 191
0, 3, 0, 191, 191, 191
1, 3, 0, 191, 191, 191
2, 3, 0, 191, 191, 191
3, 3, 0, 191, 191, 191
4, 3, 0, 191, 191, 191
5, 3, 0, 191, 191, 191
6, 3, 0, 191, 191, 191
7, 3, 0, 191, 191, 191
8, 3, 0, 191, 191, 191
9, 3, 0, 191, 191, 191
10, 3, 0, 191, 191, 191
11, 3, 0, 191, 191, 191
12, 3, 0, 191, 191, 191
13, 3, 0, 191, 191, 191
14, 3, 0, 191, 191, 191
15, 3, 0, 191, 191, 191
16, 3, 0, 191, 191, 191
17, 3, 0, 191, 191, 191
18, 3, 0, 191, 191, 191
19, 3, 0, 191, 191, 191
20, 3, 0, 191, 191, 191
21, 3, 0, 191, 191, 191
22, 3, 0, 191, 191, 191
23, 3, 0, 191, 191, 191
24, 3, 0, 191, 191, 191
25, 3, 0, 191, 191, 191
26, 3, 0, 191, 191, 191
27, 3, 0, 191, 191, 191
28, 3, 0, 191, 191, 191
29, 3, 0, 191, 191, 191
30, 3, 0, 191, 191, 191
31, 3, 0, 191, 191, 191
32, 3, 0, 191, 191, 191
33, 3, 0, 191, 191, 191
34, 3, 0, 191, 191, 191
35, 3, 0, 191, 191, 191
36, 3, 0, 191, 191, 191
37, 3, 0, 191, 191, 191
38, 3, 0, 191, 191, 191
39, 3, 0, 191, 191, 191
40, 3, 0, 191, 191, 191
41, 3, 0, 191, 191, 191
42, 3, 0, 191, 191, 191
43, 3, 0, 191, 191, 191
44, 3, 0, 191, 191, 191
45, 3, 0, 191, 191, 191
46, 3, 0, 191, 191, 191
47, 3, 0, 191, 191, 191
48, 3, 0, 191, 191, 191
49, 3, 0, 191, 191, 191
50, 3, 0, 191, 191, 191
51, 3, 0, 191, 191, 191
52, 3, 0, 191, 191, 191
53, 3, 0, 191, 191, 191
54, 3, 0, 191, 191, 191
55, 3, 0, 191, 191, 191
56, 3, 0, 191, 191, 191
57, 3, 0, 191, 191, 191
58, 3, 0, 191, 191, 191
